id,lat,long,village,bed_hygiene,bird_nests_inside,chicken_coop_location,bedroom_clutter,dark_main_room,floor_type,construction_pile_type,firewood_location,grain_storage_in_house,house_age,house_hygiene,kitchen_location,land_for_agriculture,num_humans,num_chickens,num_dogs,num_pigs,sign_animals,sign_rats,condition_bedroom_wall,condition_house_wall,material_house_wall,material_roof,windows_in_bedroom,dist_perim,density,infestation,truth
95D_Guayabo,583.028008970513,87.10249140640491,Guayabo,mala,no,no,no_acumula,si,tierra,ninguno,adentro_casa,no,one_or_less,mala,adentro_casa,no,3,3,0,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,360.8066587062248,7,0,0
97_Guayabo,583.2416407334695,87.34829405935011,Guayabo,mala,no,no,no_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,owned,1,0,0,0,FALSE,FALSE,deterioradas,deterioradas,palopique,alum_cement,FALSE,49.98354309291947,0,1,1
99_Guayabo,583.2070575319464,87.30960662974815,Guayabo,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,mala,adentro_casa,owned,3,30,3,0,TRUE,TRUE,deterioradas,deterioradas,palopique,alum_cement,FALSE,101.417299999226,2,1,1
101_Guayabo,583.1864459520208,87.31728208454966,Guayabo,mala,si,no,si_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,owned,6,2,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,162.78214899810607,2,1,1
102_Guayabo,583.1949557388195,87.32613949084003,Guayabo,buena,no,no,no_acumula,no,ladrillo,ninguno,ninguno,si,7_or_more,buena,shared_none,owned,1,0,0,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,149.4680294092414,2,0,0
103_Guayabo,583.1458452304346,87.2824502826778,Guayabo,buena,no,afuera_casa,no_acumula,si,tierra,ninguno,ninguno,no,7_or_more,buena,afuera_casa,owned,4,6,4,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,233.72893218078832,1,1,1
104_Guayabo,583.1418608667228,87.28465047041163,Guayabo,buena,no,no,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,buena,shared_none,rented,2,0,0,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,FALSE,246.30735518380897,1,0,0
106_Guayabo,583.0364849837124,87.18201463258535,Guayabo,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,afuera_casa,rented,11,4,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,418.21643936837694,0,1,1
107_Guayabo,582.9718958198928,87.0998890783649,Guayabo,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,no,8,4,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,501.8680895706207,4,1,1
109_Guayabo,583.0176324703648,87.09050700311919,Guayabo,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,owned,5,15,1,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,375.8578451647239,5,1,1
111_Guayabo,582.9703586493034,87.11779252370673,Guayabo,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,directly_outside,si,7_or_more,mala,adentro_casa,rented,8,21,3,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,526.2789231939652,4,1,1
112_Guayabo,582.9487051604038,87.1009090455233,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,rented,7,3,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,452.03353089385803,4,0,0
112A_Guayabo,582.9413861900198,87.10846595798934,Guayabo,buena,no,no,si_acumula,no,ladrillo,wood_ceram_metal,adentro_casa,si,one_or_less,buena,adentro_casa,rented,4,7,2,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,448.5049001713173,4,0,0
114_Guayabo,582.9492385277322,87.11512302462397,Guayabo,mala,si,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,mala,adentro_casa,no,9,9,4,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,477.1858251224624,4,0,0
116_Guayabo,582.8807984340509,87.14405401490275,Guayabo,buena,no,afuera_casa,no_acumula,si,tierra,ninguno,ninguno,no,7_or_more,buena,adentro_casa,no,7,14,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,373.8203622563387,6,1,1
116A_Guayabo,582.8574628432606,87.16057554102707,Guayabo,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,ninguno,si,2_to_6,mala,adentro_casa,owned,4,5,3,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,349.80121963371056,7,1,1
116B_Guayabo,582.8620387714145,87.16805180303996,Guayabo,buena,no,afuera_casa,no_acumula,no,ladrillo,ninguno,ninguno,no,2_to_6,buena,adentro_casa,owned,4,2,1,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,372.579739752716,10,0,0
117_Guayabo,582.8872485087408,87.15792991220354,Guayabo,buena,no,no,no_acumula,no,ladrillo,ninguno,ninguno,si,one_or_less,buena,afuera_casa,no,3,11,2,0,FALSE,FALSE,buen_estado,buen_estado,bajareque,alum_cement,TRUE,411.5558350294803,10,0,0
118_Guayabo,582.8698644259582,87.18032369546108,Guayabo,mala,no,afuera_casa,no_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,mala,adentro_casa,no,4,2,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,410.6686595099259,9,1,1
119_Guayabo,582.8816215424339,87.19195027987524,Guayabo,buena,no,afuera_casa,no_acumula,no,ladrillo,ninguno,ninguno,no,7_or_more,buena,adentro_casa,rented,9,7,2,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,456.4094047018055,8,1,1
119A_Guayabo,582.8831454003565,87.17545017521671,Guayabo,buena,no,no,no_acumula,no,ladrillo,ninguno,adentro_casa,si,2_to_6,buena,adentro_casa,owned,4,1,0,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,431.97575721515807,9,0,0
120_Guayabo,582.8936132788904,87.1823282228326,Guayabo,buena,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,afuera_casa,rented,8,0,4,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,466.8438027140594,8,1,1
121_Guayabo,582.8930772957607,87.17082240258767,Guayabo,mala,no,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,no,1,0,0,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,446.2519950255951,8,0,0
122_Guayabo,582.9041499348529,87.18720395144611,Guayabo,buena,si,no,si_acumula,si,tierra,ninguno,afuera_casa,si,7_or_more,buena,afuera_casa,rented,4,4,4,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,498.48857942179467,7,0,0
123_Guayabo,582.8404994993685,87.20213398243948,Guayabo,buena,no,adj_inside,no_acumula,no,ladrillo,ninguno,afuera_casa,si,7_or_more,buena,adentro_casa,owned,8,15,3,0,TRUE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,382.1634349961046,4,0,0
123A_Guayabo,582.8298979509298,87.20663977271367,Guayabo,buena,no,no,no_acumula,no,ladrillo,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,owned,2,0,0,0,FALSE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,366.1928368444492,6,0,0
124_Guayabo,582.896625153666,87.21265073181607,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,no,5,19,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,524.6670194727623,5,0,0
125_Guayabo,582.9203478706926,87.21995124699413,Guayabo,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,afuera_casa,si,2_to_6,buena,adentro_casa,rented,9,40,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,589.7137725376296,4,1,1
126_Guayabo,582.916909317197,87.23323552332752,Guayabo,mala,no,no,no_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,rented,5,15,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,604.4686292886274,4,0,0
127_Guayabo,582.9354365277931,87.23301169219077,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,adentro_casa,no,6,17,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,645.2784229113896,3,0,0
128_Guayabo,582.914774808497,87.24521558212173,Guayabo,mala,si,afuera_casa,no_acumula,si,ladrillo,ninguno,directly_outside,si,7_or_more,mala,adentro_casa,rented,5,9,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,619.9233856437919,3,1,1
129B_Guayabo,582.8337723110295,87.21902070704377,Guayabo,buena,no,no,no_acumula,no,tierra,wood_ceram_metal,adentro_casa,no,one_or_less,mala,adentro_casa,owned,2,6,0,0,TRUE,TRUE,buen_estado,buen_estado,adobe,alum_cement,TRUE,395.6816290786915,6,0,0
130_Guayabo,582.8834134372615,87.27486549115095,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,directly_outside,no,7_or_more,mala,adentro_casa,no,5,5,4,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,592.3499018578732,2,0,0
135_Guayabo,582.8871815827094,87.29458649584048,Guayabo,mala,si,no,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,no,7_or_more,mala,adentro_casa,no,8,2,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,603.120200443288,3,1,1
136_Guayabo,582.853313357638,87.3045843541408,Guayabo,mala,no,no,no_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,rented,8,1,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,508.7532471234893,4,0,0
137_Guayabo,582.8660252611506,87.28854844613222,Guayabo,mala,si,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,mala,adentro_casa,no,2,13,4,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,544.012537982614,4,1,1
138_Guayabo,582.8448515584142,87.29105726701418,Guayabo,buena,no,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,buena,adentro_casa,rented,3,19,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,484.9676080840955,4,0,0
139_Guayabo,582.8168683149495,87.62392146725708,Guayabo,buena,no,afuera_casa,si_acumula,si,tierra,adobe_clay,adentro_casa,si,7_or_more,mala,adentro_casa,no,7,12,1,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,411.222336524579,3,0,0
139A_Guayabo,582.8176740343442,87.30016668248565,Guayabo,buena,no,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,buena,afuera_casa,no,5,1,0,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,409.25708024623026,2,0,0
139B_Guayabo,582.8230608060769,87.29171408080401,Guayabo,buena,no,afuera_casa,si_acumula,no,ladrillo,wood_ceram_metal,adentro_casa,si,7_or_more,buena,adentro_casa,owned,2,0,1,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,424.1769219501011,3,0,0
141_Guayabo,582.7610430012945,87.33986910390219,Guayabo,mala,si,afuera_casa,si_acumula,no,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,no,3,13,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,251.7652958638619,3,0,0
141A_Guayabo,582.7583465565694,87.34646024773564,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,si,one_or_less,mala,adentro_casa,no,3,12,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,244.32761629641527,3,0,0
141B_Guayabo,582.7623943274382,87.3350250498065,Guayabo,buena,si,afuera_casa,si_acumula,no,tierra,wood_ceram_metal,afuera_casa,si,2_to_6,mala,adentro_casa,no,4,12,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,255.47264377380623,4,1,1
143_Guayabo,582.7269172668526,87.37975091944044,Guayabo,mala,no,afuera_casa,si_acumula,no,ladrillo,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,6,12,3,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,157.06876358728746,1,0,0
145_Guayabo,582.752326521592,87.41378649677094,Guayabo,mala,no,no,no_acumula,no,ladrillo,adobe_clay,adentro_casa,si,2_to_6,mala,adentro_casa,owned,3,7,3,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,228.4070601048625,6,0,0
146_Guayabo,582.7448695941455,87.42834321196133,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,2,7,2,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,207.7906342149778,7,0,0
146A_Guayabo,582.7361865878843,87.44321980982691,Guayabo,mala,no,adj_inside,si_acumula,si,tierra,ninguno,ninguno,no,one_or_less,mala,adentro_casa,owned,3,14,1,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,183.75744060813824,7,0,0
147_Guayabo,582.7293802421569,87.45908702308165,Guayabo,buena,no,adj_inside,no_acumula,no,ladrillo,ninguno,afuera_casa,si,7_or_more,buena,adentro_casa,owned,5,2,3,0,FALSE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,164.97328306733456,5,0,0
150_Guayabo,582.8199998611312,87.52125414979662,Guayabo,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,owned,1,3,6,0,TRUE,FALSE,deterioradas,deterioradas,adobe,alum_cement,FALSE,418.6236801170353,3,0,0
151_Guayabo,582.8118021683664,87.54025009329081,Guayabo,mala,no,no,si_acumula,no,ladrillo,ninguno,ninguno,si,2_to_6,buena,adentro_casa,owned,6,15,3,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,vegetal_clay,TRUE,395.9981876756311,5,0,0
152_Guayabo,582.8016538086209,87.56536905851992,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,no,4,0,3,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,368.009747326792,3,0,0
154_Guayabo,582.8155150060728,87.57117381273224,Guayabo,mala,no,afuera_casa,si_acumula,no,ladrillo,adobe_clay,adentro_casa,si,2_to_6,mala,adentro_casa,owned,5,10,4,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,406.7599614263504,4,0,0
154A_Guayabo,582.803193296371,87.60623573155529,Guayabo,buena,no,afuera_casa,no_acumula,no,ladrillo,wood_ceram_metal,directly_outside,si,2_to_6,buena,adentro_casa,owned,5,24,2,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,372.8369690213957,2,0,0
156_Guayabo,582.8493007875834,87.560322751421,Guayabo,mala,no,afuera_casa,no_acumula,no,tierra,wood_ceram_metal,adentro_casa,si,2_to_6,mala,adentro_casa,no,1,14,2,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,500.88578219587174,3,0,0
157_Guayabo,582.8363575950347,87.53414142732738,Guayabo,buena,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,buena,adentro_casa,owned,4,6,1,0,TRUE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,464.4317501541962,4,0,0
157A_Guayabo,582.8276934746183,87.54163663155089,Guayabo,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,owned,5,12,0,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,440.3551896644515,6,0,0
160_Guayabo,582.9897409622469,87.34927727364459,Guayabo,buena,no,afuera_casa,si_acumula,no,tierra,ninguno,adentro_casa,si,2_to_6,buena,adentro_casa,no,6,9,3,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,707.1752984814198,2,0,0
160A_Guayabo,582.9486108453,87.36215985655255,Guayabo,buena,no,afuera_casa,no_acumula,no,tierra,ninguno,ninguno,si,2_to_6,buena,adentro_casa,owned,3,6,0,0,FALSE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,775.395794182919,1,0,0
160B_Guayabo,582.9627685194589,87.33892327594467,Guayabo,buena,no,no,no_acumula,no,tierra,ninguno,ninguno,no,one_or_less,buena,adentro_casa,rented,5,5,2,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,767.0882093653651,2,0,0
162_Guayabo,582.9996133190483,87.35224885033136,Guayabo,mala,no,afuera_casa,no_acumula,si,tierra,ninguno,ninguno,si,one_or_less,mala,adentro_casa,owned,3,2,1,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,684.428379390806,1,0,0
164_Guayabo,583.0445327870868,87.35618412963106,Guayabo,mala,no,no,no_acumula,si,tierra,adobe_clay,adentro_casa,si,7_or_more,mala,adentro_casa,rented,1,0,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,571.3479213684715,4,1,1
165_Guayabo,583.0424651900094,87.3687494934184,Guayabo,mala,no,afuera_casa,no_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,buena,adentro_casa,no,1,2,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,589.2940065213801,5,0,0
165A_Guayabo,583.0404498511234,87.37022962745783,Guayabo,buena,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,owned,8,2,0,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,596.0234208733756,5,0,0
166_Guayabo,583.0462712407157,87.3783994415387,Guayabo,buena,no,afuera_casa,si_acumula,no,tierra,adobe_clay,adentro_casa,si,7_or_more,buena,afuera_casa,rented,4,10,1,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,584.6279200915818,5,1,1
168_Guayabo,583.0595673859661,87.37293158641484,Guayabo,buena,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,buena,adentro_casa,rented,6,6,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,548.9235443646703,5,1,1
169_Guayabo,583.0408439647456,87.3946891290123,Guayabo,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,directly_outside,si,7_or_more,mala,adentro_casa,owned,7,21,4,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,595.3705550657414,6,1,1
171A_Guayabo,583.0545232232813,87.4157247165035,Guayabo,buena,si,adj_inside,no_acumula,no,tierra,ninguno,adentro_casa,no,2_to_6,buena,afuera_casa,owned,3,35,5,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,551.7834082152198,5,0,0
172_Guayabo,583.0651040237675,87.41246529610542,Guayabo,buena,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,no,6,4,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,523.262233830773,7,1,1
173_Guayabo,583.0864087898879,87.39894761939574,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,ninguno,no,2_to_6,mala,adentro_casa,owned,5,2,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,467.6832540967179,4,1,1
174_Guayabo,583.0903343719053,87.40192300037003,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,ninguno,no,7_or_more,buena,adentro_casa,rented,7,10,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,455.9889053315874,4,1,1
175_Guayabo,583.1088882249142,87.40154368444956,Guayabo,mala,si,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,6,6,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,404.5569863757988,3,1,1
176_Guayabo,583.0848819662481,87.42089373612696,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,buena,adentro_casa,no,5,12,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,466.088440579048,7,1,1
177_Guayabo,583.0615662676838,87.43811355132777,Guayabo,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,rented,3,6,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,526.2683190622328,5,1,1
177A_Guayabo,583.0634388153412,87.44386844747879,Guayabo,buena,si,no,no_acumula,si,tierra,ninguno,ninguno,no,2_to_6,buena,shared_none,no,4,3,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,519.5371334650921,5,1,1
178_Guayabo,583.0732003688631,87.45880066720542,Guayabo,mala,si,no,no_acumula,si,tierra,wood_ceram_metal,adentro_casa,no,2_to_6,mala,adentro_casa,rented,10,10,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,488.4541958679753,2,1,1
179_Guayabo,583.1497430828815,87.53521197685066,Guayabo,mala,si,no,si_acumula,si,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,rented,9,15,4,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,255.5411266627776,0,0,0
187_Guayabo,582.9508422942338,87.52418784844023,Guayabo,buena,si,afuera_casa,no_acumula,no,tierra,wood_ceram_metal,afuera_casa,si,one_or_less,buena,adentro_casa,rented,2,12,3,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,783.7304701825317,2,1,1
187A_Guayabo,582.9396822128873,87.51581791557746,Guayabo,buena,no,afuera_casa,no_acumula,si,tierra,adobe_clay,adentro_casa,no,2_to_6,mala,adentro_casa,rented,4,11,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,752.4833631247044,2,0,0
188_Guayabo,582.9427121722231,87.54138918264569,Guayabo,mala,si,afuera_casa,no_acumula,no,tierra,adobe_clay,directly_outside,si,7_or_more,buena,adentro_casa,no,5,5,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,761.2701546169125,2,0,0
189_Guayabo,582.9049666616529,87.54743730149598,Guayabo,buena,no,afuera_casa,no_acumula,si,ladrillo,ninguno,afuera_casa,si,7_or_more,buena,afuera_casa,owned,6,20,6,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,656.033633082117,1,0,0
190A_Guayabo,582.89020314474806,87.56695313895094,Guayabo,buena,no,afuera_casa,si_acumula,no,tierra,ninguno,directly_outside,si,7_or_more,buena,adentro_casa,owned,4,18,3,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,615.0953427221441,1,0,0
192_Guayabo,582.8297828033853,87.65754838165391,Guayabo,buena,no,afuera_casa,no_acumula,no,ladrillo,ninguno,directly_outside,si,7_or_more,buena,adentro_casa,owned,5,7,3,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,447.6931765647194,6,0,0
193_Guayabo,582.8503125446506,87.65663710865164,Guayabo,mala,no,no,si_acumula,no,ladrillo,ninguno,afuera_casa,si,7_or_more,mala,adentro_casa,owned,7,0,0,0,TRUE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,503.6739256644114,5,0,0
194_Guayabo,582.8567302717792,87.67031088739171,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,directly_outside,no,7_or_more,mala,adentro_casa,rented,6,0,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,462.65499044467623,8,0,0
195_Guayabo,582.856759515353,87.67075351221987,Guayabo,buena,no,no,no_acumula,no,ladrillo,ninguno,ninguno,no,7_or_more,buena,shared_none,owned,2,0,0,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,461.42960540141655,8,0,0
196_Guayabo,582.8865612332979,87.6624612794137,Guayabo,buena,no,no,no_acumula,si,tierra,ninguno,directly_outside,si,2_to_6,buena,adentro_casa,no,5,0,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,466.9736678812534,9,1,1
197_Guayabo,582.9046115800351,87.64602321217833,Guayabo,buena,no,adj_inside,no_acumula,no,ladrillo,ninguno,afuera_casa,si,2_to_6,buena,adentro_casa,owned,7,12,1,0,FALSE,FALSE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,501.5024566217925,4,0,0
198_Guayabo,582.8930436667414,87.61103316598344,Guayabo,buena,no,afuera_casa,no_acumula,si,tierra,ninguno,afuera_casa,si,2_to_6,buena,adentro_casa,owned,4,6,0,0,FALSE,TRUE,buen_estado,buen_estado,bajareque,alum_cement,FALSE,603.6812554286307,2,0,0
199_Guayabo,582.9403034049985,87.58440465907319,Guayabo,buena,no,afuera_casa,si_acumula,si,tierra,ninguno,directly_outside,si,7_or_more,mala,adentro_casa,owned,8,12,5,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,649.2770836290111,1,1,1
200_Guayabo,582.9122619814966,87.60953695250512,Guayabo,mala,no,no,si_acumula,no,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,4,9,3,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,596.7405372038089,4,0,0
200A_Guayabo,582.9217429699513,87.5864732476351,Guayabo,buena,no,adj_inside,si_acumula,si,tierra,ninguno,directly_outside,si,2_to_6,buena,adentro_casa,owned,4,21,1,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,654.2774581087708,3,0,0
200B_Guayabo,582.9141521101166,87.62130556146333,Guayabo,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,7,9,4,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,563.5213900615181,5,0,0
201_Guayabo,582.9431984401176,87.6256079164905,Guayabo,mala,no,afuera_casa,si_acumula,no,ladrillo,ninguno,directly_outside,si,2_to_6,mala,adentro_casa,owned,6,12,1,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,535.1087551338776,5,0,0
202_Guayabo,582.9637711931547,87.61483577984181,Guayabo,buena,no,afuera_casa,si_acumula,si,tierra,adobe_clay,adentro_casa,si,2_to_6,buena,adentro_casa,owned,3,6,2,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,552.7192756552204,2,0,0
202A_Guayabo,582.9782709004827,87.62074883891461,Guayabo,mala,no,adj_inside,si_acumula,no,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,rented,5,11,1,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,528.2544297216343,6,0,0
