id,lat,long,village,bed_hygiene,bird_nests_inside,chicken_coop_location,bedroom_clutter,dark_main_room,floor_type,construction_pile_type,firewood_location,grain_storage_in_house,house_age,house_hygiene,kitchen_location,land_for_agriculture,num_humans,num_chickens,num_dogs,num_pigs,sign_animals,sign_rats,condition_bedroom_wall,condition_house_wall,material_house_wall,material_roof,windows_in_bedroom,dist_perim,density,infestation,truth
46_Cerrón,453.35967257269976,70.81257246429635,Cerrón,mala,no,afuera_casa,si_acumula,no,tierra,ninguno,directly_outside,si,2_to_6,buena,adentro_casa,no,5,8,3,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,663.8820664535814,0,1,1
47_Cerrón,453.38469368475995,70.77718516698516,Cerrón,mala,si,no,no_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,afuera_casa,owned,2,3,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,578.2028537061341,4,1,1
48_Cerrón,453.39030747550294,70.78168463330947,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,adobe_clay,ninguno,no,7_or_more,mala,adentro_casa,owned,7,15,7,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,569.9345618830095,4,0,0
49_Cerrón,453.3848829314822,71.21877885008416,Cerrón,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,4,8,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,49.98274946176716,0,1,1
50_Cerrón,453.3894175831912,70.76940140560487,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,adentro_casa,owned,4,0,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,548.8362550361186,6,1,1
51_Cerrón,453.396545056382,70.77292469528851,Cerrón,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,buena,adentro_casa,no,8,9,3,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,534.0980586283044,6,0,0
52_Cerrón,453.40324989004097,70.76924353187741,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,no,6,5,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,506.6846957151588,7,0,0
53_Cerrón,453.42632529763756,70.7773147710057,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,rented,9,15,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,452.50904162557407,4,0,0
54_Cerrón,453.4324613113119,70.77898146240976,Cerrón,buena,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,no,1,5,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,437.17432870757807,2,1,1
54A_Cerrón,453.4355537654638,70.77472564040592,Cerrón,mala,si,no,si_acumula,no,tierra,ninguno,adentro_casa,no,2_to_6,mala,adentro_casa,no,5,3,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,419.5762008482366,3,0,0
55_Cerrón,453.5547352733885,70.77450506399262,Cerrón,mala,si,no,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,7_or_more,mala,adentro_casa,owned,3,25,5,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,58.598575872761515,1,1,1
55A_Cerrón,453.55777557067097,70.77481433115253,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,ninguno,no,2_to_6,mala,shared_none,owned,2,0,1,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,49.9829259917128,1,0,0
59_Cerrón,453.2459151286053,70.84251946922764,Cerrón,mala,si,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,3,17,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,1005.6203468264458,1,1,1
61_Cerrón,453.24338029277106,70.8370826284438,Cerrón,buena,no,adj_inside,no_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,buena,adentro_casa,no,3,12,7,0,FALSE,FALSE,buen_estado,buen_estado,bajareque,alum_cement,TRUE,1020.2689120170338,1,0,0
64_Cerrón,453.17798464731646,70.70003027188129,Cerrón,mala,si,afuera_casa,si_acumula,no,tierra,ninguno,afuera_casa,no,7_or_more,mala,adentro_casa,no,7,14,5,0,TRUE,FALSE,deterioradas,deterioradas,palopique,vegetal_clay,FALSE,787.041592487113,3,0,0
64A_Cerrón,453.1620528358256,70.70458443579778,Cerrón,buena,no,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,buena,adentro_casa,no,5,4,0,0,FALSE,TRUE,buen_estado,buen_estado,adobe,alum_cement,FALSE,729.7573212946228,6,0,0
65_Cerrón,453.16300181923634,70.71012388464031,Cerrón,buena,no,afuera_casa,no_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,buena,adentro_casa,owned,5,2,1,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,FALSE,733.0982674705547,5,0,0
65A_Cerrón,453.1470772739499,70.70788554587463,Cerrón,mala,no,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,mala,adentro_casa,no,10,13,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,675.9233383830959,5,0,0
65B_Cerrón,453.1491402750594,70.71168754891121,Cerrón,mala,si,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,mala,adentro_casa,owned,4,11,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,683.2872257590751,5,0,0
66_Cerrón,453.1140094506526,70.73316144504383,Cerrón,mala,no,no,si_acumula,no,tierra,adobe_clay,ninguno,no,2_to_6,mala,adentro_casa,no,4,4,2,0,FALSE,TRUE,buen_estado,deterioradas,adobe,alum_cement,TRUE,556.8310715819625,1,1,1
66A_Cerrón,453.1092319410706,70.7435907457749,Cerrón,buena,no,afuera_casa,no_acumula,si,tierra,ninguno,adentro_casa,no,one_or_less,buena,adentro_casa,owned,4,12,1,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,539.5420294925183,3,0,0
67_Cerrón,453.1410732949908,70.74297972135054,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,owned,2,9,1,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,653.9264460799459,1,1,1
68_Cerrón,453.13828893494764,70.7163327309995,Cerrón,mala,no,no,no_acumula,no,tierra,wood_ceram_metal,adentro_casa,no,2_to_6,mala,adentro_casa,rented,2,7,2,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,644.2513367513218,6,0,0
69_Cerrón,453.0987556473801,70.76395290759982,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,afuera_casa,no,7_or_more,mala,adentro_casa,no,7,2,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,501.6607304334099,2,0,0
71A_Cerrón,453.10697342138485,70.76783360497963,Cerrón,mala,no,no,no_acumula,no,tierra,ninguno,adentro_casa,no,one_or_less,mala,adentro_casa,no,4,4,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,531.1321360401957,2,0,0
73_Cerrón,453.1752826611793,70.81860317094295,Cerrón,mala,no,no,no_acumula,no,tierra,ninguno,adentro_casa,no,one_or_less,mala,adentro_casa,owned,3,4,1,0,TRUE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,775.8827260136775,0,0,0
77_Cerrón,453.0481099799101,70.69520686630118,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,one_or_less,mala,adentro_casa,no,2,3,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,320.5795367841192,2,0,0
77A_Cerrón,453.0465549095329,70.69588040987463,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,no,3,0,0,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,314.98533376949484,2,0,0
77B_Cerrón,453.04502216034194,70.69542378379347,Cerrón,buena,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,no,3,6,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,309.4851604954267,2,0,0
78_Cerrón,453.0145639166229,70.71408072508567,Cerrón,mala,no,adj_inside,si_acumula,no,ladrillo,ninguno,directly_outside,si,2_to_6,buena,adentro_casa,no,3,34,2,3,FALSE,TRUE,buen_estado,buen_estado,brick_block_oth,alum_cement,TRUE,199.84784630229208,5,0,0
79_Cerrón,453.03865735940917,70.81828255730133,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,6,4,0,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,285.11662002522553,5,1,1
80_Cerrón,453.05809336225616,70.82701251783227,Cerrón,mala,no,no,si_acumula,si,tierra,ninguno,ninguno,no,7_or_more,mala,shared_none,owned,4,9,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,354.8254578243181,3,0,0
80A_Cerrón,453.06113034199524,70.82807675754864,Cerrón,buena,no,no,no_acumula,si,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,owned,2,12,1,0,FALSE,FALSE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,365.72151257949054,3,0,0
81_Cerrón,453.07634769282936,70.84633553006407,Cerrón,mala,no,no,si_acumula,no,tierra,ninguno,adentro_casa,no,7_or_more,mala,afuera_casa,no,1,3,0,0,FALSE,TRUE,deterioradas,deterioradas,palopique,alum_cement,FALSE,420.15980893905856,3,0,0
81A_Cerrón,453.0798526823007,70.8551565638807,Cerrón,mala,si,no,no_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,afuera_casa,owned,7,8,2,0,TRUE,TRUE,deterioradas,deterioradas,palopique,vegetal_clay,FALSE,432.6419370578723,1,0,0
82_Cerrón,453.0336201133257,70.85732537831011,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,owned,4,5,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,266.54392662222926,0,1,1
83_Cerrón,453.08814828762587,71.10139150445711,Cerrón,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,10,8,2,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,49.98127232980455,0,0,0
84_Cerrón,453.08562763714144,71.05165847443146,Cerrón,mala,no,no,no_acumula,si,tierra,wood_ceram_metal,adentro_casa,no,7_or_more,buena,adentro_casa,owned,4,0,0,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,150.41508092886693,1,0,0
85_Cerrón,453.0870563377259,71.06248966758088,Cerrón,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,owned,2,0,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,131.06806102040468,1,1,1
86_Cerrón,453.05903240214167,70.98723831675586,Cerrón,buena,no,afuera_casa,no_acumula,no,tierra,adobe_clay,adentro_casa,no,7_or_more,buena,adentro_casa,owned,10,1,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,213.6011105230996,4,1,1
87_Cerrón,453.0536680815798,71.01136402440707,Cerrón,buena,no,adj_inside,no_acumula,no,tierra,wood_ceram_metal,ninguno,si,2_to_6,buena,adentro_casa,owned,5,12,5,1,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,146.0052593438468,2,0,0
88_Cerrón,453.0487203741767,70.98818335886588,Cerrón,buena,no,afuera_casa,no_acumula,si,tierra,adobe_clay,adentro_casa,no,one_or_less,buena,adentro_casa,no,1,2,0,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,181.99289487468675,4,1,1
89_Cerrón,453.0421324313658,70.98047552229141,Cerrón,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,mala,adentro_casa,rented,2,3,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,179.78912771118746,3,1,1
89A_Cerrón,453.03388239282316,70.98497292868016,Cerrón,mala,no,no,no_acumula,si,tierra,adobe_clay,ninguno,si,2_to_6,mala,adentro_casa,rented,4,3,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,146.40359707864897,3,1,1
90_Cerrón,453.01117246750374,70.89541154255178,Cerrón,mala,si,no,no_acumula,si,tierra,adobe_clay,adentro_casa,no,7_or_more,mala,adentro_casa,owned,8,10,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,185.44327811585293,0,1,1
93_Cerrón,453.0221319902269,70.82779763929776,Cerrón,mala,no,afuera_casa,no_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,rented,2,12,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,225.6394422596562,3,1,1
94_Cerrón,453.01401245950393,70.81608435152296,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,owned,5,3,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,196.61692252097865,4,0,0
95_Cerrón,453.0171967449777,70.80974631160525,Cerrón,buena,si,afuera_casa,no_acumula,si,tierra,ninguno,ninguno,no,one_or_less,buena,adentro_casa,owned,4,25,1,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,208.13282636383985,4,1,1
97_Cerrón,452.9961045913136,70.81147323915141,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,rented,7,3,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,132.34680211628324,2,1,1
97A_Cerrón,452.9737229516215,70.83723673856646,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,no,one_or_less,mala,adentro_casa,owned,11,30,1,1,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,51.63426610524597,1,1,1
98_Cerrón,452.97647863201377,70.92534510948877,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,adentro_casa,owned,8,9,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,60.45315415486853,4,0,0
99_Cerrón,452.98660071946614,70.9362337879548,Cerrón,mala,si,adj_inside,no_acumula,si,tierra,adobe_clay,ninguno,no,2_to_6,mala,adentro_casa,owned,4,10,1,0,TRUE,TRUE,buen_estado,buen_estado,adobe,alum_cement,FALSE,96.67913831857416,4,0,0
100_Cerrón,452.9789660541603,70.93118665746614,Cerrón,mala,no,no,no_acumula,no,ladrillo,ninguno,ninguno,no,7_or_more,mala,afuera_casa,no,1,1,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,69.31660465571747,4,0,0
100A_Cerrón,452.9758593291839,70.93567485739197,Cerrón,mala,si,no,no_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,rented,4,1,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,58.1019744599958,4,1,1
101A_Cerrón,452.97365179347713,70.94973563866185,Cerrón,mala,no,afuera_casa,no_acumula,no,tierra,adobe_clay,afuera_casa,no,2_to_6,mala,adentro_casa,owned,4,8,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,49.98204137064008,4,1,1
102_Cerrón,452.976138944178,70.85757496014696,Cerrón,buena,si,afuera_casa,si_acumula,si,tierra,wood_ceram_metal,adentro_casa,si,2_to_6,buena,adentro_casa,owned,8,42,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,60.06348036404646,1,1,1
102A_Cerrón,452.9970985664878,70.76185864060196,Cerrón,buena,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,rented,5,6,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,136.525268533924,0,1,1
102B_Cerrón,453.00872730807373,70.73300833433409,Cerrón,buena,no,afuera_casa,no_acumula,no,ladrillo,ninguno,adentro_casa,no,one_or_less,buena,afuera_casa,owned,4,15,1,0,FALSE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,178.65028238107027,2,0,0
103_Cerrón,452.99139496324386,70.72031220536138,Cerrón,mala,no,afuera_casa,si_acumula,no,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,7,11,4,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,116.54657308825082,4,0,0
103B_Cerrón,452.9992005266082,70.70658534778978,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,ninguno,si,2_to_6,mala,adentro_casa,owned,5,17,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,144.75306038134136,5,0,0
103C_Cerrón,453.0105758347551,70.70159973418306,Cerrón,buena,no,no,no_acumula,si,tierra,ninguno,afuera_casa,no,one_or_less,buena,afuera_casa,owned,3,7,0,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,185.67526035010985,5,0,0
104_Cerrón,453.01273104457675,70.68738642810655,Cerrón,buena,no,afuera_casa,no_acumula,si,ladrillo,ninguno,afuera_casa,si,2_to_6,buena,adentro_casa,owned,9,3,2,0,FALSE,TRUE,buen_estado,buen_estado,adobe,alum_cement,TRUE,193.591144825948,6,0,0
104A_Cerrón,453.0107373193263,70.68177604028477,Cerrón,buena,no,no,si_acumula,si,tierra,ninguno,ninguno,no,2_to_6,buena,adentro_casa,owned,3,0,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,186.49826392316615,5,0,0
104B_Cerrón,453.02015762279075,70.664788719395915,Cerrón,mala,no,no,no_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,owned,7,11,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,vegetal_clay,FALSE,220.54499546910608,6,1,1
104C_Cerrón,453.0166525364988,70.66032236347172,Cerrón,mala,no,afuera_casa,no_acumula,si,tierra,adobe_clay,adentro_casa,no,7_or_more,mala,adentro_casa,no,6,8,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,208.00915353366807,8,1,1
104D_Cerrón,453.0167648220669,70.64807444162233,Cerrón,mala,no,no,no_acumula,no,tierra,ninguno,ninguno,si,one_or_less,mala,adentro_casa,no,3,1,0,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,208.5625898531357,6,1,1
104F_Cerrón,453.0189087445649,70.63636473727183,Cerrón,mala,no,no,no_acumula,si,tierra,ninguno,ninguno,no,2_to_6,mala,adentro_casa,rented,8,1,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,216.40724795250455,6,0,0
106A_Cerrón,453.00350597437523,70.63977232737972,Cerrón,mala,si,no,si_acumula,no,tierra,ninguno,ninguno,no,one_or_less,mala,shared_none,no,4,12,5,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,161.03739050832525,6,0,0
106B_Cerrón,453.00031634209245,70.64556057381712,Cerrón,mala,si,afuera_casa,no_acumula,si,tierra,ninguno,adentro_casa,no,one_or_less,mala,afuera_casa,no,7,12,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,149.509018110057,7,0,0
107_Cerrón,452.99078492163704,70.62639472402685,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,no,one_or_less,mala,adentro_casa,owned,6,0,1,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,115.50619715748236,5,0,0
108A_Cerrón,452.97505109156594,70.61006809402174,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,afuera_casa,si,2_to_6,mala,afuera_casa,owned,7,9,1,0,TRUE,TRUE,deterioradas,deterioradas,adobe,vegetal_clay,FALSE,59.18898403801377,4,1,1
109_Cerrón,452.976605901828,70.60353628661086,Cerrón,mala,no,afuera_casa,si_acumula,si,tierra,ninguno,directly_outside,si,7_or_more,mala,adentro_casa,owned,5,10,2,0,FALSE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,64.45881155676703,4,0,0
111_Cerrón,452.97247559237076,70.60497343856872,Cerrón,buena,si,adj_inside,no_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,buena,adentro_casa,owned,2,11,6,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,49.96918905920341,3,0,0
112_Cerrón,452.98958492864995,70.59350378136367,Cerrón,mala,si,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,shared_none,owned,10,15,0,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,108.57120063299902,3,0,0
112B_Cerrón,453.01353382527935,70.6109624559025,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,adentro_casa,si,one_or_less,mala,adentro_casa,no,9,17,1,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,197.4113694680407,2,1,1
113_Cerrón,452.99933854984573,70.54442532240421,Cerrón,mala,si,adj_inside,si_acumula,no,tierra,adobe_clay,afuera_casa,si,2_to_6,mala,adentro_casa,owned,2,17,3,0,TRUE,TRUE,buen_estado,buen_estado,adobe,alum_cement,TRUE,131.76062166962635,2,0,0
113A_Cerrón,453.0050202838575,70.53836871137975,Cerrón,buena,no,no,no_acumula,no,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,owned,1,0,0,0,FALSE,FALSE,buen_estado,deterioradas,bajareque,alum_cement,FALSE,150.6721904567456,2,0,0
114_Cerrón,453.02000462357995,70.52871433881003,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,si,one_or_less,mala,adentro_casa,no,9,6,3,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,202.06248554279335,3,0,0
117_Cerrón,453.03915992116725,70.51267711155117,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,afuera_casa,si,7_or_more,mala,adentro_casa,no,4,8,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,266.8713530085072,2,1,1
119B_Cerrón,453.06673008072795,70.52932876476007,Cerrón,mala,si,no,no_acumula,si,tierra,ninguno,adentro_casa,si,2_to_6,mala,adentro_casa,no,3,8,3,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,369.6783392798858,4,0,0
120_Cerrón,453.09744009852824,70.49230626475497,Cerrón,buena,no,no,no_acumula,si,tierra,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,owned,2,0,0,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,FALSE,470.8683870195642,5,0,0
121_Cerrón,453.101927388541,70.50272873169523,Cerrón,buena,no,no,no_acumula,si,ladrillo,adobe_clay,ninguno,no,one_or_less,buena,shared_none,no,1,0,0,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,FALSE,489.45046174194147,5,0,0
122_Cerrón,453.09682353270574,70.50165725325547,Cerrón,mala,no,no,no_acumula,no,ladrillo,ninguno,adentro_casa,no,2_to_6,buena,adentro_casa,rented,3,0,0,0,FALSE,FALSE,buen_estado,deterioradas,adobe,alum_cement,TRUE,470.90082365537097,5,0,0
122A_Cerrón,453.09363746302984,70.51037174171026,Cerrón,buena,no,afuera_casa,no_acumula,no,ladrillo,ninguno,ninguno,si,2_to_6,buena,afuera_casa,no,3,2,0,0,FALSE,FALSE,buen_estado,buen_estado,adobe,alum_cement,TRUE,461.5712860324411,5,0,0
123_Cerrón,453.08857207940736,70.5041077485878,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,afuera_casa,no,8,4,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,441.9144261943213,5,1,1
123A_Cerrón,453.0797619837379,70.51441034484209,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,ninguno,no,one_or_less,mala,shared_none,no,1,6,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,412.8086512591907,7,0,0
123B_Cerrón,453.0652401390908,70.52775144368077,Cerrón,buena,no,no,no_acumula,si,ladrillo,ninguno,ninguno,no,2_to_6,buena,shared_none,no,2,0,0,0,FALSE,TRUE,buen_estado,buen_estado,adobe,alum_cement,TRUE,363.96002068135897,4,0,0
124_Cerrón,453.05486341102613,70.53877296365525,Cerrón,mala,si,adj_inside,si_acumula,si,tierra,ninguno,ninguno,si,2_to_6,mala,adentro_casa,owned,3,6,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,329.4116752203944,4,1,1
124A_Cerrón,453.05651804851533,70.52467358121051,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,adobe_clay,ninguno,no,7_or_more,buena,adentro_casa,no,5,10,2,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,331.9611726048726,5,1,1
125_Cerrón,453.0943230041681,70.54298393526456,Cerrón,mala,no,afuera_casa,no_acumula,no,tierra,ninguno,ninguno,no,2_to_6,buena,adentro_casa,no,4,2,1,0,FALSE,FALSE,deterioradas,deterioradas,adobe,alum_cement,TRUE,471.8483887622606,1,0,0
127_Cerrón,453.1162580623514,70.5569996986834,Cerrón,mala,si,no,si_acumula,si,tierra,ninguno,adentro_casa,no,7_or_more,mala,adentro_casa,no,3,0,1,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,553.8265727393518,1,1,1
130_Cerrón,453.0525831459712,70.55870115203314,Cerrón,mala,si,afuera_casa,si_acumula,no,tierra,ninguno,ninguno,no,7_or_more,mala,adentro_casa,no,5,2,2,0,TRUE,TRUE,deterioradas,deterioradas,adobe,alum_cement,TRUE,326.01755435634897,3,1,1
132_Cerrón,453.02221556176715,70.56370572095882,Cerrón,mala,no,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,7_or_more,mala,adentro_casa,owned,7,48,5,0,FALSE,TRUE,deterioradas,deterioradas,adobe,alum_cement,FALSE,218.37726177902428,1,1,1
132A_Cerrón,453.015002081866,70.57006414828172,Cerrón,mala,si,adj_inside,si_acumula,si,tierra,ninguno,adentro_casa,si,one_or_less,mala,adentro_casa,owned,6,5,0,0,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,FALSE,194.04814112051417,1,0,0
134_Cerrón,453.02601619237157,70.64859482354045,Cerrón,mala,si,afuera_casa,si_acumula,si,tierra,ninguno,ninguno,si,7_or_more,mala,adentro_casa,owned,4,25,2,2,TRUE,TRUE,deterioradas,deterioradas,bajareque,alum_cement,TRUE,241.78794402411225,6,1,1
